epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,1446,0.47235,1.22062,0.31971,0.46837,1.01736,0.98861,0.97098,0.9871,0.93129,0.87556,0.85928,0.83061,0.63121,0.35144,2.25395,0.15752,0.2935,0.90913,0.000397019,0.000397019,0.000397019
116,1458.5,0.46209,1.20162,0.31644,0.44878,1.00531,0.98832,0.97233,0.98618,0.93258,0.92967,0.91414,0.91336,0.69479,0.35136,1.77859,0.15548,0.28556,0.89918,0.000389445,0.000389445,0.000389445
117,1470.82,0.48632,1.13826,0.31806,0.48657,1.01976,0.977,0.96425,0.98619,0.93583,0.91073,0.89809,0.88977,0.64743,0.33454,1.94694,0.15486,0.31329,0.8773,0.000381899,0.000381899,0.000381899
118,1483.02,0.46708,1.23364,0.32827,0.45372,1.0106,0.98848,0.96043,0.9882,0.94501,0.90518,0.87809,0.87316,0.67459,0.32312,1.90506,0.15345,0.2903,0.87253,0.000374383,0.000374383,0.000374383
119,1495.5,0.4622,1.1661,0.30984,0.46312,1.00824,0.98661,0.96426,0.99026,0.95506,0.90587,0.88188,0.87705,0.67333,0.32258,1.96237,0.15909,0.28911,0.8807,0.000366899,0.000366899,0.000366899
120,1507.96,0.46198,1.18326,0.31919,0.45454,0.99962,0.98654,0.96755,0.99254,0.95602,0.91215,0.89361,0.89519,0.70565,0.30396,1.75921,0.14226,0.2833,0.8675,0.00035945,0.00035945,0.00035945
121,1520.56,0.44949,1.1901,0.30654,0.44699,1.00376,0.97369,0.9619,0.98552,0.93745,0.90393,0.86401,0.87809,0.68798,0.32352,1.92444,0.14965,0.29239,0.87087,0.000352037,0.000352037,0.000352037
122,1533.04,0.44396,1.16844,0.29628,0.44021,0.99807,0.96856,0.95272,0.98314,0.93183,0.87356,0.85421,0.85947,0.68766,0.34088,1.92608,0.14807,0.31403,0.87322,0.000344661,0.000344661,0.000344661
123,1545.27,0.44888,1.14392,0.30714,0.44756,1.00224,0.98989,0.93659,0.98943,0.92986,0.93316,0.8784,0.9047,0.70687,0.34291,1.77542,0.1397,0.31011,0.89092,0.000337325,0.000337325,0.000337325
124,1557.75,0.45974,1.12668,0.30262,0.46056,1.00277,0.9714,0.9712,0.99074,0.93716,0.87861,0.86316,0.84569,0.67306,0.3196,1.99992,0.13166,0.30172,0.87845,0.00033003,0.00033003,0.00033003
125,1570.23,0.44268,1.10614,0.29902,0.43069,0.9966,0.97889,0.95272,0.98983,0.92299,0.90764,0.86053,0.86616,0.66678,0.36875,1.82596,0.14335,0.30785,0.91354,0.000322778,0.000322778,0.000322778
126,1582.47,0.43581,1.13319,0.30575,0.4394,1.0008,0.98188,0.93485,0.98864,0.93232,0.94466,0.86226,0.90894,0.70264,0.33385,1.87381,0.1539,0.30072,0.8872,0.000315572,0.000315572,0.000315572
127,1594.99,0.4539,1.14452,0.29306,0.42848,0.99983,0.95741,0.98312,0.98909,0.93932,0.8835,0.82021,0.82839,0.65447,0.31997,2.12508,0.14132,0.29345,0.87414,0.000308412,0.000308412,0.000308412
128,1608.17,0.44368,1.06732,0.29064,0.43275,0.99662,0.97092,0.96252,0.98646,0.93614,0.91381,0.85247,0.87137,0.69043,0.33843,2.03293,0.14584,0.26562,0.90143,0.0003013,0.0003013,0.0003013
129,1620.46,0.46869,1.05483,0.30605,0.44491,1.01494,0.96086,0.96252,0.98184,0.93815,0.91168,0.89469,0.89158,0.71252,0.3273,1.80176,0.13937,0.2729,0.89852,0.000294239,0.000294239,0.000294239
130,1632.76,0.44758,1.06039,0.29482,0.42987,1.00163,0.9784,0.94115,0.98703,0.93732,0.90851,0.87357,0.88694,0.69915,0.33362,1.83957,0.14916,0.2791,0.89411,0.00028723,0.00028723,0.00028723
131,1644.93,0.4392,1.053,0.279,0.42087,0.99604,0.96635,0.97097,0.99116,0.93829,0.92726,0.88024,0.88386,0.69697,0.32783,1.8382,0.14136,0.28035,0.88971,0.000280275,0.000280275,0.000280275
132,1657.18,0.45277,1.06412,0.28304,0.4301,1.0092,0.97538,0.94754,0.987,0.93397,0.93543,0.90727,0.92718,0.74126,0.32457,1.57594,0.12436,0.30246,0.88077,0.000273375,0.000273375,0.000273375
133,1669.77,0.43708,0.99346,0.27639,0.41934,1.0029,0.97907,0.94043,0.98638,0.93267,0.94951,0.91,0.92012,0.73093,0.30716,1.65045,0.12141,0.28608,0.86439,0.000266532,0.000266532,0.000266532
134,1682.11,0.43488,1.01516,0.28585,0.42145,1.00674,0.9577,0.9418,0.96988,0.93786,0.93418,0.92875,0.93395,0.74239,0.32454,1.58845,0.12318,0.27854,0.887,0.000259748,0.000259748,0.000259748
135,1694.69,0.44547,1.03304,0.27754,0.43185,1.00379,0.98022,0.94088,0.97921,0.93539,0.92449,0.88454,0.8995,0.70417,0.32221,1.73277,0.12362,0.28401,0.88612,0.000253024,0.000253024,0.000253024
136,1707.18,0.4355,0.97202,0.27669,0.43374,0.99607,0.97231,0.93828,0.97835,0.93796,0.88956,0.85654,0.86629,0.69109,0.32346,1.8895,0.12793,0.274,0.89403,0.000246363,0.000246363,0.000246363
137,1719.71,0.43086,1.00713,0.26759,0.40584,0.99234,0.9615,0.91198,0.96654,0.94449,0.88615,0.87398,0.88836,0.70439,0.3148,1.81635,0.12728,0.28138,0.88376,0.000239766,0.000239766,0.000239766
138,1732,0.42629,0.99022,0.27288,0.42311,0.99133,0.96283,0.91848,0.96747,0.94352,0.90637,0.86553,0.87836,0.70541,0.31244,1.86373,0.12371,0.30217,0.87211,0.000233234,0.000233234,0.000233234
139,1744.49,0.42877,0.97321,0.27232,0.40611,0.98791,0.97291,0.94292,0.9869,0.94413,0.94146,0.91331,0.92132,0.73667,0.31538,1.54626,0.12889,0.2969,0.86335,0.000226769,0.000226769,0.000226769
140,1756.86,0.42869,1.02659,0.27638,0.40961,0.99355,0.97848,0.95272,0.98824,0.94395,0.91457,0.90516,0.91142,0.74198,0.30543,1.50058,0.12434,0.27951,0.86883,0.000220372,0.000220372,0.000220372
141,1769.42,0.44288,1.01248,0.27488,0.40755,0.99925,0.99168,0.93055,0.98635,0.94722,0.93376,0.90433,0.92141,0.72968,0.30443,1.59521,0.12101,0.26905,0.86629,0.000214046,0.000214046,0.000214046
142,1781.83,0.41106,0.9823,0.26586,0.39641,0.98236,0.98764,0.91524,0.97648,0.94448,0.93101,0.86001,0.89862,0.72166,0.30586,1.67701,0.1274,0.28241,0.86326,0.000207792,0.000207792,0.000207792
143,1794.29,0.41692,0.97041,0.27455,0.39762,0.98464,0.96413,0.91524,0.97407,0.94321,0.93553,0.85824,0.90166,0.72601,0.31134,1.71265,0.12279,0.29589,0.87153,0.000201611,0.000201611,0.000201611
144,1806.54,0.39945,0.92541,0.25288,0.38015,0.97219,0.97386,0.90453,0.97477,0.94429,0.90891,0.89464,0.9096,0.73484,0.29618,1.62886,0.12005,0.27717,0.85993,0.000195505,0.000195505,0.000195505
145,1818.99,0.42302,0.97728,0.26556,0.39736,0.9926,0.93257,0.97125,0.97921,0.95292,0.91427,0.88028,0.89706,0.73361,0.27672,1.63825,0.12051,0.2675,0.84873,0.000189475,0.000189475,0.000189475
146,1831.31,0.41875,0.90328,0.25171,0.40322,0.98785,0.94481,0.93992,0.97461,0.95184,0.91233,0.90308,0.9154,0.74374,0.29148,1.52548,0.12003,0.26129,0.86493,0.000183523,0.000183523,0.000183523
147,1843.76,0.43261,0.9595,0.2548,0.40122,0.996,0.96207,0.93671,0.975,0.93939,0.94998,0.91398,0.93166,0.7563,0.30063,1.45854,0.1244,0.27298,0.86634,0.000177651,0.000177651,0.000177651
148,1856.22,0.42321,0.93002,0.25686,0.4008,0.99741,0.96338,0.93311,0.97106,0.93742,0.9242,0.89627,0.91202,0.73582,0.31617,1.62264,0.12339,0.27103,0.87031,0.000171859,0.000171859,0.000171859
149,1868.37,0.41764,0.91868,0.25092,0.40262,0.9847,0.9485,0.94927,0.97553,0.94649,0.91335,0.89021,0.90528,0.74143,0.31542,1.60183,0.12275,0.27621,0.87691,0.000166149,0.000166149,0.000166149
150,1880.84,0.40856,0.97465,0.25464,0.39546,0.9763,0.95369,0.95052,0.97535,0.93945,0.90168,0.89596,0.88951,0.73499,0.30361,1.72264,0.12502,0.26039,0.87288,0.000160523,0.000160523,0.000160523
151,1893.18,0.41631,0.88575,0.24557,0.38713,0.98961,0.95603,0.94987,0.97422,0.93865,0.91148,0.90394,0.90044,0.73681,0.29068,1.68578,0.12926,0.26051,0.8627,0.000154982,0.000154982,0.000154982
152,1905.67,0.40564,0.92303,0.24695,0.37598,0.97662,0.95933,0.95272,0.97725,0.93995,0.91425,0.90607,0.90997,0.73361,0.30301,1.66577,0.12994,0.25872,0.86396,0.000149527,0.000149527,0.000149527
153,1918.13,0.38991,0.87695,0.25247,0.36824,0.96565,0.96112,0.95253,0.97759,0.93871,0.91607,0.90589,0.90495,0.72911,0.30495,1.68083,0.12549,0.27109,0.87061,0.000144161,0.000144161,0.000144161
154,1930.42,0.40822,0.88217,0.25907,0.38755,0.99465,0.97663,0.93215,0.96728,0.93671,0.91354,0.90408,0.91039,0.73214,0.31442,1.6488,0.12723,0.27126,0.87472,0.000138883,0.000138883,0.000138883
155,1942.9,0.39716,0.92337,0.25295,0.37117,0.9676,0.96521,0.9519,0.97756,0.94351,0.9174,0.90365,0.91784,0.74706,0.28735,1.62798,0.11918,0.26804,0.85081,0.000133695,0.000133695,0.000133695
156,1955.36,0.39705,0.88125,0.25166,0.38365,0.98354,0.95861,0.95211,0.97796,0.94216,0.90356,0.89587,0.90465,0.74296,0.28313,1.69475,0.11578,0.26518,0.84651,0.000128599,0.000128599,0.000128599
157,1967.57,0.39057,0.89215,0.24831,0.37078,0.97697,0.96394,0.96174,0.98822,0.94601,0.89928,0.89559,0.89769,0.72881,0.28703,1.77892,0.11905,0.26664,0.84459,0.000123596,0.000123596,0.000123596
158,1980.06,0.40229,0.88386,0.24627,0.3819,0.98108,0.95406,0.95077,0.97849,0.94445,0.92396,0.89627,0.90535,0.73694,0.28968,1.69993,0.11817,0.26103,0.85251,0.000118687,0.000118687,0.000118687
159,1992.49,0.39585,0.85513,0.24482,0.37433,0.97373,0.94964,0.95129,0.9792,0.94843,0.94156,0.90433,0.90939,0.74973,0.28689,1.69073,0.11924,0.26193,0.84638,0.000113873,0.000113873,0.000113873
160,2004.94,0.39034,0.84725,0.23135,0.3634,0.96662,0.97172,0.95569,0.98818,0.94958,0.92536,0.90621,0.90534,0.73182,0.29796,1.71605,0.12091,0.26566,0.85456,0.000109156,0.000109156,0.000109156
161,2017.34,0.39488,0.81285,0.24641,0.37646,0.96701,0.99049,0.96135,0.99244,0.94392,0.94555,0.91323,0.93063,0.7442,0.3018,1.52868,0.12022,0.27108,0.86493,0.000104537,0.000104537,0.000104537
162,2029.77,0.38964,0.89738,0.24612,0.36998,0.96812,0.98358,0.96252,0.99202,0.94401,0.92985,0.92121,0.92519,0.75819,0.29817,1.53334,0.1232,0.27091,0.86314,0.000100016,0.000100016,0.000100016
163,2042.21,0.38803,0.78793,0.22399,0.3648,0.96905,0.97883,0.95442,0.98622,0.946,0.92333,0.91294,0.92216,0.74563,0.29374,1.61004,0.12466,0.26844,0.85654,9.55951e-05,9.55951e-05,9.55951e-05
164,2054.71,0.38067,0.85275,0.24197,0.36351,0.96865,0.97637,0.95155,0.98766,0.9486,0.92795,0.90302,0.9133,0.73186,0.28877,1.64782,0.12273,0.25367,0.8519,9.12754e-05,9.12754e-05,9.12754e-05
165,2067.18,0.3775,0.79042,0.23813,0.36393,0.96627,0.97998,0.95272,0.98818,0.94967,0.93138,0.90627,0.91291,0.73339,0.28138,1.64091,0.12524,0.25074,0.84637,8.70577e-05,8.70577e-05,8.70577e-05
166,2079.46,0.38334,0.84511,0.22836,0.35098,0.97159,0.96516,0.94099,0.97946,0.95064,0.92989,0.89627,0.90623,0.74566,0.28012,1.6761,0.12436,0.25471,0.844,8.29431e-05,8.29431e-05,8.29431e-05
167,2091.75,0.38412,0.83704,0.23053,0.35679,0.96488,0.96729,0.94352,0.98029,0.95411,0.92497,0.89556,0.91029,0.7466,0.28273,1.68521,0.12527,0.25331,0.85311,7.89327e-05,7.89327e-05,7.89327e-05
168,2103.98,0.38228,0.81757,0.22846,0.35678,0.97654,0.96531,0.95272,0.98752,0.95554,0.91949,0.87728,0.89444,0.73906,0.282,1.72333,0.12632,0.25639,0.85203,7.50274e-05,7.50274e-05,7.50274e-05
169,2116.38,0.38673,0.8602,0.23379,0.36936,0.97306,0.98693,0.91884,0.97902,0.95345,0.93307,0.87695,0.89232,0.73438,0.28045,1.70193,0.12148,0.25203,0.84862,7.12282e-05,7.12282e-05,7.12282e-05
170,2128.81,0.36715,0.82807,0.23664,0.34886,0.95812,0.98654,0.94292,0.97988,0.95297,0.90528,0.8882,0.89579,0.74508,0.28057,1.68545,0.12316,0.24016,0.85148,6.7536e-05,6.7536e-05,6.7536e-05
171,2141.27,0.37365,0.84345,0.239,0.35204,0.96134,0.97954,0.93485,0.9874,0.95544,0.92139,0.88199,0.90298,0.75091,0.27837,1.62235,0.12361,0.24233,0.84834,6.39518e-05,6.39518e-05,6.39518e-05
172,2153.88,0.36969,0.82586,0.24002,0.36055,0.95978,0.98551,0.9417,0.98775,0.9488,0.92133,0.88384,0.90239,0.74442,0.28197,1.64203,0.1196,0.2544,0.84463,6.04763e-05,6.04763e-05,6.04763e-05
173,2166.26,0.37852,0.79004,0.24031,0.35507,0.97012,0.98676,0.94137,0.9808,0.95192,0.91273,0.89827,0.90384,0.7442,0.28298,1.63288,0.11559,0.25565,0.84806,5.71106e-05,5.71106e-05,5.71106e-05
174,2178.77,0.38479,0.84543,0.23129,0.3633,0.97366,0.9523,0.95186,0.98081,0.95207,0.93362,0.88603,0.90666,0.75198,0.28172,1.64127,0.11767,0.25896,0.8492,5.38554e-05,5.38554e-05,5.38554e-05
175,2191.26,0.38162,0.84487,0.23501,0.35903,0.97484,0.95336,0.95272,0.98076,0.95147,0.93328,0.89627,0.90827,0.75533,0.27786,1.64191,0.11509,0.25356,0.84435,5.07115e-05,5.07115e-05,5.07115e-05
176,2203.85,0.38991,0.82562,0.23856,0.36382,0.97158,0.96398,0.96208,0.98861,0.9526,0.90177,0.89765,0.90353,0.74703,0.26963,1.65584,0.11667,0.25141,0.84028,4.76796e-05,4.76796e-05,4.76796e-05
177,2216.32,0.36989,0.79798,0.22398,0.35742,0.9712,0.97443,0.97168,0.99304,0.95353,0.90198,0.89745,0.90244,0.74328,0.27347,1.67688,0.11418,0.2569,0.84284,4.47606e-05,4.47606e-05,4.47606e-05
178,2228.5,0.37229,0.83357,0.22931,0.34779,0.95974,0.97462,0.97229,0.99315,0.95503,0.90207,0.89801,0.90111,0.74128,0.27498,1.66705,0.11397,0.25226,0.84535,4.19552e-05,4.19552e-05,4.19552e-05
179,2240.98,0.38233,0.83467,0.22683,0.35562,0.97518,0.9647,0.96252,0.98856,0.95213,0.90231,0.89801,0.8968,0.74236,0.27423,1.61035,0.11413,0.25183,0.84525,3.9264e-05,3.9264e-05,3.9264e-05
180,2253.5,0.37186,0.74781,0.22963,0.35632,0.96035,0.96442,0.96252,0.98839,0.95317,0.90985,0.90607,0.91293,0.74745,0.27144,1.60682,0.11419,0.25249,0.84114,3.66877e-05,3.66877e-05,3.66877e-05
181,2266.01,0.36878,0.81141,0.23105,0.34745,0.97056,0.9588,0.96112,0.9887,0.95559,0.89722,0.89685,0.89946,0.73886,0.26605,1.67099,0.11545,0.24756,0.83715,3.4227e-05,3.4227e-05,3.4227e-05
182,2278.52,0.36861,0.8077,0.21768,0.35389,0.95996,0.98103,0.92679,0.98111,0.95338,0.90119,0.89678,0.89885,0.74068,0.27246,1.67772,0.11698,0.24891,0.84135,3.18825e-05,3.18825e-05,3.18825e-05
183,2291.52,0.3773,0.81496,0.22893,0.35636,0.97502,0.98001,0.92679,0.98121,0.95645,0.89728,0.89668,0.89939,0.7372,0.27137,1.66947,0.11672,0.24241,0.84143,2.96546e-05,2.96546e-05,2.96546e-05
184,2304.04,0.36142,0.81271,0.2196,0.33835,0.9591,0.98685,0.93373,0.98079,0.9556,0.8974,0.89732,0.89798,0.73295,0.27052,1.67065,0.11651,0.24335,0.84074,2.75441e-05,2.75441e-05,2.75441e-05
185,2316.5,0.36014,0.77774,0.22919,0.3338,0.96731,0.98551,0.9337,0.98043,0.95485,0.89929,0.89653,0.8952,0.73375,0.27439,1.6805,0.11713,0.24593,0.84278,2.55513e-05,2.55513e-05,2.55513e-05
186,2330.99,0.23298,1.05506,0.12843,0.21748,0.86452,0.97413,0.96872,0.99284,0.95131,0.8876,0.90781,0.89272,0.7154,0.28366,1.723,0.11691,0.24779,0.85981,2.36769e-05,2.36769e-05,2.36769e-05
187,2343.54,0.22126,0.94737,0.12536,0.21303,0.85137,0.95723,0.98213,0.99124,0.94659,0.88815,0.90955,0.88624,0.70832,0.29184,1.69761,0.12553,0.26101,0.86309,2.19212e-05,2.19212e-05,2.19212e-05
188,2356.06,0.22361,0.93268,0.12784,0.20919,0.86547,0.97655,0.96883,0.99171,0.94719,0.89793,0.88498,0.8741,0.70164,0.28909,1.74985,0.12138,0.2621,0.85966,2.02847e-05,2.02847e-05,2.02847e-05
189,2368.54,0.21883,0.84289,0.10934,0.1992,0.85865,0.97333,0.96565,0.99265,0.95017,0.89335,0.88313,0.87926,0.71277,0.28083,1.7838,0.11929,0.25991,0.85608,1.87678e-05,1.87678e-05,1.87678e-05
190,2381.1,0.22151,0.88266,0.12444,0.20004,0.84774,0.96889,0.98029,0.99316,0.95102,0.8895,0.89813,0.88284,0.71336,0.27799,1.78772,0.11849,0.25944,0.85177,1.73709e-05,1.73709e-05,1.73709e-05
191,2393.34,0.21733,0.89545,0.11766,0.19782,0.85667,0.98741,0.96358,0.99302,0.95173,0.90486,0.8813,0.88111,0.7085,0.27893,1.77869,0.11743,0.25904,0.8503,1.60943e-05,1.60943e-05,1.60943e-05
192,2405.65,0.20627,0.84888,0.11155,0.19343,0.84051,0.98758,0.96351,0.9931,0.95192,0.91341,0.88913,0.88934,0.71178,0.27697,1.7733,0.11625,0.25739,0.84926,1.49383e-05,1.49383e-05,1.49383e-05
193,2422,0.20349,0.86681,0.10616,0.18729,0.8382,0.98713,0.9637,0.99296,0.95138,0.89511,0.9066,0.89054,0.71117,0.27778,1.74098,0.11648,0.25821,0.85006,1.39032e-05,1.39032e-05,1.39032e-05
194,2434.55,0.21083,0.86004,0.10807,0.18992,0.84716,0.98762,0.96451,0.99354,0.94849,0.90524,0.88217,0.87603,0.71559,0.28473,1.72692,0.11559,0.26365,0.85673,1.29893e-05,1.29893e-05,1.29893e-05
195,2446.98,0.21096,0.86324,0.11469,0.19004,0.84886,0.98825,0.96433,0.99354,0.95007,0.90567,0.88207,0.87555,0.71619,0.2833,1.72283,0.11526,0.26123,0.85563,1.21968e-05,1.21968e-05,1.21968e-05
196,2459.39,0.21923,0.84331,0.10969,0.19359,0.85967,0.97949,0.95345,0.9877,0.94964,0.91396,0.8898,0.89312,0.72005,0.28487,1.69988,0.11401,0.26015,0.85652,1.15259e-05,1.15259e-05,1.15259e-05
197,2471.99,0.21562,0.86269,0.10997,0.19189,0.85825,0.97936,0.95352,0.98775,0.95084,0.91375,0.88977,0.89284,0.72435,0.28613,1.7073,0.11332,0.26365,0.85654,1.09768e-05,1.09768e-05,1.09768e-05
198,2484.48,0.21104,0.85681,0.10987,0.18917,0.84741,0.9885,0.96416,0.99404,0.95085,0.91394,0.88992,0.89331,0.72098,0.28491,1.71955,0.11294,0.26063,0.85478,1.05495e-05,1.05495e-05,1.05495e-05
199,2496.93,0.2172,0.872,0.11547,0.19908,0.85637,0.98823,0.96407,0.99413,0.95097,0.90572,0.88175,0.87712,0.71783,0.28296,1.7239,0.11246,0.26179,0.85432,1.02443e-05,1.02443e-05,1.02443e-05
200,2509.29,0.20537,0.78976,0.11178,0.1838,0.83648,0.98735,0.96431,0.99413,0.95068,0.90497,0.882,0.8772,0.71683,0.28102,1.71867,0.11248,0.26214,0.85332,1.00611e-05,1.00611e-05,1.00611e-05
